session_id,child_id,activity_id,session_date,avg_attention_duration,response_time,task_completion_rate,engagement_score,number_of_attention_shifts
106400,7273,1135,2025-10-03,461.64,11.24,75.74,61.42,6
106401,8060,452,2025-04-09,111.03,,49.10,62.91,10
106402,4,238,2025-11-03,,1.9,47.51,35.79,12
106403,11417,883,2024-08-13,380.96,3.89,67.13,74.28,8
106404,3566,351,2024-11-24,292.17,1.12,57.41,74.43,11
106405,1817,862,2026-04-08,482.47,2.23,56.53,56.04,17
106406,619,1416,2025-12-21,10.68,4.13,30.48,39.33,15
106407,160,415,2026-02-28,472.75,8.5,45.06,46.48,8
106408,2578,1213,18/07/2025,14702.57,1.36,68.30,86.85,
106410,7876,782,2025-02-04,706.36,6.44,45.60,69.96,-8
106411,7117,107,2025-09-30,344.5,5.23,53.93,71.50,15
106412,2754,888,2026-01-04,496.91,3.0,50.59,63.40,13
106413,9918,449,09 Jul 2025,232.6,6.98,41.81,76.49,17
106414,10881,1142,2025-06-21,282.88,3.61,40.67,50.41,20
106415,9978,48584,2025-12-31,609.15,2.89,61.09,56.63,12
106416,11629,98,2025-10-15,386.47,4.32,46.35,60.27,17
106417,3491,219,"March 17, 2025",534.89,5.94,46.72,49.83,12
106418,4724,1498,2025/07/21 00:00:00,779.16,8.74,51.57,67.44,13
106419,3838,824,2025-11-14,559.15,4.78,62.20,87.05,15
106420,11511,1082,2025-04-17,592.0,5.3,61.47,71.52,9
106421,6827,1194,2025-03-25,752.65,1.54,73.10,76.32,11
106422,8457,131,2025-03-19,549.58,3.59,51.18,59.85,16
106423,1002,1250,2025-05-26,552.33,4.62,54.78,60.23,6
106424,386,437,26/07/2025,101.1,8.56,60.75,78.00,16
106425,9760,987,2025-06-20,457.65,4.06,55.33,64.86,
106426,6151,673,2025-05-27,380.55,14.89,37.14,54.98,15
106427,10582,1429,2024/12/13 00:00:00,432.51,15.86,42.85,54.42,11
106430,3491,448,2025-09-10,606.84,10.21,50.60,70.35,11
106431,10365,1449,2025-01-09,690.59,8.38,50.38,68.86,10
106432,11559,832,2025-07-22,,7.8,38.18,58.87,11
106433,493,815,13 Apr 2025,722.5,6.1,52.02,51.87,13
106434,11659,1211,"November 19, 2025",582.36,-7.91,66.28,,11
106435,6073,1038,2025-11-26,507.55,3.8,62.17,70.73,14
106436,6292,1111,2024-11-09,10.54,3.72,58.08,93.86,11
106437,3156,35,2025-11-12,457.97,4.34,72.71,67.14,
106438,204,605,21/09/2025,315.17,13.48,4.66,49.40,22
106439,11884,822,2025-04-14,529.72,6.58,66.44,71.43,19
106440,1850,155,2024-10-18,527.06,4.07,35.76,67.90,13
106441,8939,117,2024-07-26,561.81,5.27,52.40,63.56,19
106442,4514,443,2025-10-30,792.79,3.95,92.12,89.43,9
106443,1329,260,2025-05-11,716.92,4.27,52.13,48.84,8
106444,725,178,2026-03-22,not recorded,6.05,46.30,69.91,13
106445,1132,92,2025-07-21,683.47,8.08,46.70,60.00,14
106446,223,349,2025-09-29,611.07,11.36,84.44,78.25,8
106447,7779,1104,2024-11-26,<1,4.53,76.51,80.08,
106448,9321,457,2024-12-13,457.63,-3.99,41.06,63.91,16
106449,7608,51028,2026-01-10,392.72,2.4,37.70,45.06,7
106451,9470,1156,2025-05-28,588.22,6.22,64.98,69.30,6
106452,7380,1485,2025-06-18,826.56,-6.56,,43.80,8
106453,3969,22322,2025-08-11,665.24,1.48,45.75,51.72,13
106455,8438,1213,2025-01-12,400.76,,42.52,44.60,19
106456,6096,270,2025-08-18,332.29,14.08,58.88,58.24,17
106457,8385,758,2025-11-25,704.23,4.1,46.31,56.96,6
106458,5935,864,12-09-2025,401.25,8.44,78.32,84.59,15
106459,6736,403,"September 12, 2025",836.01,3.55,54.47,41.03,10
106460,10465,555,04-28-2025,702.17,4.58,82.04,93.72,
106461,5347,258,2025-13-05,,10.76,57.11,55.08,6
106462,2343,1068,22 Feb 2025,763.42,-2.99,40.84,46.41,15
106463,11769,1292,2026-02-21,311.43,2.49,39.96,42.91,15
106464,8431,1214,2025-11-06,176.84,11.95,62.39,69.27,12
106465,3160,769,20 Jan 2025,>60,4.2,57.40,66.58,12
106466,9522,250,2026/02/23 00:00:00,,9.89,61.02,64.78,12
106467,40290,1219,09/02/2026,521.64,12.69,83.99,82.32,7
106468,4031,699,12-18-2025,213.81,7.66,58.13,56.69,16
106469,5229,454,2026-02-27,755.61,22.17,70.35,73.90,11
106470,1551,883,2025-06-12,644.58,4.72,53.68,80.75,15
106471,9024,503,2025-04-16,240.15,7.22,41.42,61.49,14
106472,4901,414,08 Dec 2024,557.87,6.73,54.29,70.17,8
106473,1412,602,2025-08-04,753.58,4.46,40.48,55.88,9
106474,7286,179,2026-03-24,208.76,10.48,37.03,35.34,16
106475,2553,849,2025-08-26,486.2,8.9,68.64,60.53,13
106477,11658,28,2025-04-27,804.16,5.77,60.22,62.56,15
106478,10486,265,2024-08-17,701.94,6.39,71.28,84.48,15
106479,5313,157,2026-05-18,521.21,2.08,65.86,63.76,10
106480,8360,1097,2025-09-10,692.24,5.7,65.09,68.89,11
106481,10523,285,2025-05-09,466.71,,60.90,63.25,9
106482,501,1496,2026-03-21,665.54,5.8,44.92,58.88,9
106483,786,718,2025-08-18,779.25,>60,67.36,62.74,14
106484,3021,997,20 Feb 2025,13.0,4.63,65.46,61.17,9
106486,5862,1162,2025-12-06,590.68,2.74,57.00,58.57,10
106487,11385,256,2025/10/24 00:00:00,393.43,3.86,42.65,36.89,19
106488,8840,726,2026-05-02,548.09,5.83,60.09,53.11,13
106489,10012,793,2026-02-12,452.33,8.25,48.40,78.34,-1
106490,3719,701,2026-04-28,372.84,2.62,80.15,78.45,8
106491,1579,847,2025-03-10,323.34,3.01,42.40,55.56,16
106493,11994,611,04/01/2026,494.06,9.07,65.35,67.33,9
106494,7611,844,2023-10-23,660.59,-11.87,52.02,50.64,12
106495,11057,873,"November 09, 2025",427.3,15.05,39.66,62.18,26
106497,6570,837,2025-04-11,158.83,6.49,61.41,71.37,19
106498,6718,886,"April 06, 2025",726.27,TBD,53.20,52.44,6
106499,4508,837,2025-07-06,595.84,5.12,49.47,81.09,-2
106500,6674,738,2025-01-24,372.77,1.69,67.07,62.21,11
106501,8352,1090,2025-05-19,256.71,4.34,45.25,48.65,12
106502,7255,213,2025-09-22,611.21,5.32,33.39,32.53,15
106503,4612,697,2025-12-07,469.07,2.2,59.29,45.73,11
106504,6141,879,2026-03-11,624.11,5.05,60.31,79.73,11
106505,3772,876,2025-07-15,552.35,5.52,70.46,78.12,-2
106506,2515,807,2025-02-04,409.61,8.62,57.28,50.64,-7
106507,4866,725,2024-12-14,474.09,6.43,64.97,65.92,12
106508,1290,1405,22 Nov 2024,7.81,4.59,53.94,61.47,9
106509,8340,167,2026-04-16,<1,5.66,74.53,83.64,9
106510,1496,1217,09-30-2025,623.85,6.26,52.59,67.38,13
106511,6576,1434,2025-06-23,479.6,9.65,39.90,52.77,13
106512,7230,196,2025-10-19,680.06,4.4,70.06,94.13,11
106513,11729,819,2025-04-12,478.29,4.46,52.79,88.28,12
106514,10038,1216,2025-08-24,821.58,7.48,48.40,60.47,15
106515,7260,689,2024-11-21,673.81,5.32,60.14,73.01,14
106516,11629,109,2025-06-03,413.88,7.8,43.23,67.07,21
106517,7239,1032,2025-09-02,781.54,5.05,55.03,46.68,16
106518,4036,965,2024-09-30,498.35,7.91,67.19,-25.46,18
106519,6784,382,05/11/2025,717.18,8.24,65.92,74.75,
106520,1548,118,2026-02-28,522.05,6.58,57.54,64.28,9
106521,1059,284,2025-07-08,606.89,7.39,57.42,70.71,7
106522,706,637,2025-02-27,6.26,11.5,39.31,54.98,13
106523,5930,788,2025-06-30,816.48,8.73,53.85,71.85,8
106524,5516,1141,2025-06-21,578.47,3.27,65.33,76.80,10
106525,5726,397,2024-06-03,700.86,4.93,,73.71,10
106527,10804,1448,2025-04-17,544.48,11.47,58.30,71.80,
106528,10476,371,2026-03-18,517.97,5.83,50.30,74.72,17
106529,8010,650,2025-04-26,,3.89,44.90,51.50,8
106530,5659,145,2025-05-28,831.78,4.09,46.97,46.61,6
106531,8565,1477,2025-06-16,897.48,15.4,20.79,27.11,11
106532,4824,420,14 Jun 2025,471.59,11.13,744.22,96.92,6
106533,3540,37,2028-01-22,533.1,6.7,59.30,46.30,12
106534,5088,422,2025-11-04,256.98,6.27,57.15,63.28,11
106536,4925,9579,05 Dec 2025,271.6,19.01,43.58,48.29,17
106537,3413,988,2026/04/21 00:00:00,<1,6.41,69.81,80.34,7
106538,4737,820,2025-09-24,418.57,3.25,69.48,82.84,10
106539,5800,245,2024-12-11,632.79,>60,62.43,60.81,5
106540,6828,206,2025/07/18 00:00:00,421.4,7.54,59.87,71.05,14
106541,8240,218,08-01-2025,759.75,-1.82,56.68,65.10,4
106542,6643,314,2026-01-12,162.27,18.54,42.85,45.06,10
106543,1424,575,2025-06-27,553.18,6.21,44.49,66.51,12
106544,7432,859,2024-11-02,804.13,7.02,,36.49,17
106545,2599,773,2025-10-21,478.12,,85.48,87.76,7
106547,10588,79,2025-09-09,438.53,4.94,44.95,50.07,13
106548,4013,1183,2025-10-25,,5.06,,53.91,12
106549,9014,352,2025-09-20,565.17,9.64,56.03,72.57,
106551,9282,1479,2026-01-23,716.3,3.97,59.13,45.10,10
106552,4951,1497,2025-07-19,919.49,10.99,78.94,85.60,6
106553,143,735,2025-03-10,667.91,6.37,53.77,47.21,10
106554,655,1215,"March 07, 2026",867.89,6.22,42.94,52.42,9
106555,8412,518,2025-08-17,598.75,5.65,54.38,71.60,14
106556,6214,804,31 Oct 2025,525.33,5.38,47.05,47.23,16
106557,10624,458,2025-06-27,424.45,2.61,55.42,73.77,-6
106558,1094,342,2025-11-12,491.89,6.32,39.79,38.13,12
106559,6197,451,2025-07-17,726.31,6.42,56.39,67.88,12
106560,5624,147,2025-09-10,604.59,6.43,64.45,80.34,9
106561,10535,1189,2025-10-01,,not recorded,52.76,52.32,11
106562,34,148,2025-08-29,375.76,4.17,43.90,73.44,17
106563,10819,41,2026-04-25,410.1,17.53,55.15,52.82,12
106565,10932,204,2025-06-11,444.51,10.47,58.38,72.22,12
106566,4641,111,"October 01, 2025",251.77,14.26,61.55,64.76,12
106567,11191,206,2027/11/16 00:00:00,820.38,10.14,63.45,88.63,8
106568,9424,1152,2025/09/19 00:00:00,930.54,7.51,51.85,36.55,13
106569,7909,352,"June 21, 2025",552.81,5.28,51.03,67.54,15
106570,1312,394,2025-02-09,572.48,3.18,46.84,55.24,14
106571,11896,370,2025-08-08,664.4,6.85,64.66,83.78,10
106572,11692,196,2024-11-05,475.75,10.45,44.21,62.42,17
106573,1414,325,10/11/2025,220.66,4.54,51.05,47.88,5
106574,43344,1201,31/02/2025,622.1,10.05,63.07,74.91,11
106576,2906,145,2025-07-31,486.74,,43.92,76.67,16
106577,8768,130,08 Oct 2025,492.32,8.63,46.64,59.01,13
106578,1758,356,2025-06-12,363.69,10.82,69.30,78.34,13
106579,7139,151,2025-10-25,417.14,5.19,58.91,88.44,17
106580,2582,597,2024-11-22,853.27,2.08,78.51,84.79,15
106582,7653,1171,2024-07-31,324.89,6.77,47.11,75.46,13
106583,5035,848,2025-09-22,517.33,-9.46,45.40,48.58,13
106584,9652,47642,2025-12-27,478.18,2.13,63.13,70.87,10
106585,2488,1041,2026-06-19,759.98,2.12,60.24,73.96,7
106586,5709,1054,2025-05-15,175.13,12.14,43.80,51.87,22
106587,3603,1353,2026-03-16,585.68,2.59,51.10,41.78,
106588,616,460,2025-12-18,504.89,8.67,61.20,73.30,7
106589,523,866,2025-08-04,647.91,11.82,35.63,65.48,10
106590,2319,668,2025-10-16,532.58,7.59,50.21,63.93,13
106591,6149,1476,03 Oct 2024,129.11,8.07,48.40,46.78,20
106592,10419,1209,2026-03-17,392.44,15.33,40.42,62.96,15
106593,7849,799,,761.23,2.75,47.11,63.03,8
106594,35227,610,2025-11-18,620.57,5.4,60.26,56.40,10
106595,590,68,2025-04-26,548.27,4.1,51.88,66.15,21
106596,7630,158,2025-01-17,622.16,4.31,,76.56,13
106599,6107,21,2026-08-05,520.85,3.96,53.93,49.37,10
106600,7359,861,10-10-2024,358.18,6.28,54.40,58.25,13
106601,178,196,2026-01-02,681.35,13.98,36.09,29.24,11
106602,7487,343,2025-10-28,528.75,5.68,65.20,73.29,-4
106604,3021,1011,2025-11-04,11.62,13.55,41.27,51.97,14
106605,4485,1014,2025-06-22,761.55,6.27,72.61,86.30,12
106606,10537,98,2024-10-17,485.44,6.31,44.42,43.53,20
106607,6923,345,2025-10-29,475.13,11.26,78.48,60.83,10
106608,6660,813,2025-08-08,514.26,7.23,57.48,68.40,12
106609,1317,149,2025-09-23,587.1,5.58,46.35,54.84,18
106610,10527,1059,2025-06-16,723.99,6.52,60.13,70.99,6
106611,11417,871,2024-10-30,387.77,15.56,54.45,76.07,15
106612,879,440,2025/12/20 00:00:00,590.56,2.71,78.87,88.73,15
106614,10587,283,15 Dec 2025,324.38,8.01,25.11,27.66,13
106615,427,84,2024-12-18,414.02,5.83,75.01,63.24,10
106616,1068,32,05 Jan 2025,640.05,14.6,-59.64,41.73,8
106617,7361,682,2026-06-01,713.97,5.35,67.00,69.32,13
106618,1756,885,"August 29, 2025",384.27,12.8,62.53,67.40,8
106619,1688,731,2026/01/21 00:00:00,366.26,-2.57,49.99,43.24,18
106620,2551,1104,2025-08-14,570.87,4.22,59.37,74.71,9
106621,2002,197,2025-13-05,689.29,6.15,45.32,,14
106622,10991,547,2025-07-08,614.86,0.99,70.32,96.23,10
106623,2349,253,2024/09/23 00:00:00,,10.11,67.85,60.19,9
106624,3754,1060,12/10/2025,703.0,11.54,50.45,62.12,10
106625,7412,1020,2025-11-08,345.32,2.52,59.06,63.05,15
106626,2425,120,2026-02-27,414.96,5.42,69.21,62.08,15
106627,3366,1036,11-08-2024,600.03,4.97,64.77,74.37,11
106628,2788,1189,2025-10-16,527.04,10.15,72.97,84.35,11
106629,445,569,2024-04-30,328.68,12.35,62.39,66.11,7
106630,11879,1061,2025-06-24,715.26,3.05,53.10,60.88,10
106631,7600,1459,2025-07-07,398.79,9.71,50.85,60.35,17
106632,9788,420,N/A,534.47,4.5,300.64,32.31,7
106633,2547,1337,2025-08-18,411.64,,62.21,70.20,11
106634,8529,150,2026-02-26,181.9,9.42,34.66,46.47,13
106635,8041,442,2025/03/28 00:00:00,916.2,7.94,,65.89,6
106636,8531,99,28 Oct 2025,,,62.03,68.28,9
106637,1266,105,2025-01-29,505.55,10.39,47.83,50.61,12
106638,6278,1466,2026-04-14,625.85,4.88,45.58,63.32,14
106639,3359,1456,2025-12-26,677.46,>60,34.61,40.65,11
106640,8872,1485,2025-01-05,400.55,8.46,78.03,76.22,11
106641,5243,125,2025-09-09,733.71,not recorded,61.35,62.55,10
106643,9114,1023,2024-09-19,341.61,4.02,51.26,58.07,18
106644,2315,1174,2025-06-03,749.49,6.05,69.77,98.98,8
106645,4146,1031,"February 11, 2026",507.28,2.84,40.82,46.83,13
106646,872,1439,2025-07-20,800.46,2.17,63.81,75.94,-1
106647,6366,1444,2026-01-29,605.45,4.03,58.23,59.73,12
106648,10914,265,N/A,527.74,14.89,,43.08,20
106649,2690,438,2024-08-28,472.76,6.9,57.79,80.98,11
106651,437,1408,31/02/2025,6.02,4.45,62.13,74.81,9
106652,3860,881,2025-01-27,,,83.63,87.93,12
106653,2137,754,"October 04, 2025",202.05,19.12,41.52,52.04,11
106654,7282,685,2025-13-05,556.89,6.85,71.61,73.49,5
106656,6483,540,2024-05-16,390.52,19.04,81.56,85.71,10
106657,5022,932,2025-10-26,8.79,5.31,377.52,70.30,8
106658,11063,737,2028-09-20,359.82,4.03,65.04,68.09,6
106659,10712,1218,2025-08-09,455.26,9.72,39.98,76.38,13
106660,8284,1066,2025-11-21,512.81,8.05,67.88,77.14,17
106661,8844,851,2025-10-26,783.92,4.41,57.06,55.88,12
106663,109,287,2025-05-17,782.71,5.84,75.70,82.71,5
106664,35473,911,2025-05-14,13.01,2.1,59.22,60.11,5
106665,1363,1439,2026-06-08,534.79,7.82,60.83,93.35,8
106667,8686,107,02/08/2025,414.01,7.49,53.36,72.71,19
106668,7121,1491,2025/09/02 00:00:00,663.7,10.61,71.37,85.10,10
106669,4713,292,2026-04-21,150.64,-6.23,41.42,53.58,15
106670,2974,1212,0000-00-00,--,10.92,61.81,81.64,17
106671,2429,690,2025-13-05,372.0,2.73,72.21,69.08,13
106672,10231,595,2025-07-03,,3.75,63.85,66.42,10
106673,8996,794,10/09/2025,497.76,3.42,80.09,89.21,5
106674,10991,540,11 Apr 2025,556.14,3.89,78.58,100.00,11
106675,1195,846,2025-01-25,593.34,3.99,50.53,52.18,11
106676,6253,120,2025-01-10,592.58,10.96,49.72,54.99,11
106677,8934,678,2025-09-24,457.65,6.72,49.76,60.27,19
106678,8223,1218,2025-10-21,652.7,,89.52,97.65,10
106679,5733,1236,06-22-2025,720.84,,80.24,88.52,6
106680,11328,848,01/12/2025,751.02,,37.48,50.47,13
106681,802,230,2025-03-08,736.2,4.36,57.53,58.31,13
106682,11455,256,2025-11-26,895.14,2.22,35.10,32.25,13
106683,7796,1346,2025-04-11,645.0,5.64,53.96,66.98,15
106684,4935,449,2025/06/20 00:00:00,725.62,8.25,64.05,75.91,8
106685,10815,706,2026-01-18,,11.51,63.21,61.64,6
106686,9372,97,2025-06-30,,5.97,53.40,70.85,14
106687,2287,105,2025-01-30,794.52,6.32,43.58,43.68,5
106688,7876,1461,2025-10-30,761.11,3.36,67.01,80.95,11
106689,10757,628,2025-10-06,537.19,6.49,66.41,61.76,8
106690,11812,612,2025-11-03,475.55,6.69,54.93,49.85,5
106691,7912,1117,2025-08-31,6.15,13.85,40.35,73.67,17
106692,8503,417,2026-04-12,744.59,14.24,,59.42,15
106693,4036,978,2025-09-29,520.98,5.87,72.72,79.39,9
106694,10361,454,2025-06-23,365.37,,63.22,72.77,16
106696,4230,354,2025-09-20,741.37,7.97,57.16,75.25,7
106697,11957,1452,2026-02-21,558.68,7.91,46.51,55.52,11
106698,4332,26428,15 Nov 2024,--,9.68,40.65,34.71,7
106699,5382,729,2026-04-14,794.92,7.94,30.71,19.88,7
106700,11966,1471,2025-12-16,630.73,3.43,71.26,67.25,15
106702,2154,1483,21/08/2025,343.19,11.31,50.23,59.20,12
106703,11844,812,10/06/2025,537.6,6.36,59.25,78.26,8
106704,8539,630,2025-02-27,12.33,6.58,74.45,135.46,14
106706,3183,826,2026-05-08,--,3.29,32.93,44.77,25
106708,8367,1148,2026-04-16,511.11,4.49,86.09,87.54,7
106709,4972,9444,2025-02-11,330.27,6.05,56.20,70.52,13
106710,11954,781,2025-02-15,347.46,5.98,52.06,67.17,12
106711,7116,1346,27 Mar 2025,372.75,11.72,67.38,91.45,10
106712,34231,230,2025-03-21,666.76,11.07,31.37,55.90,13
106713,31973,784,2025-04-21,629.6,1.23,59.24,76.27,13
106714,6923,455,2025-07-11,437.68,2.6,63.14,86.10,11
106715,9377,699,2025-02-06,,14.7,76.67,63.33,7
106716,10784,778,2024-03-22,680.39,16.03,41.12,-20.88,14
106717,9123,415,2026-03-24,615.86,12.7,61.38,68.64,
106718,4481,386,2024-11-19,749.92,5.34,45.21,52.06,12
106719,10809,659,2025-07-12,14.1,not recorded,51.04,62.31,7
106720,6000,832,2026-03-18,785.28,3.89,46.52,40.42,13
106721,814,1218,2024-08-01,656.73,3.84,74.59,100.00,12
106722,3116,83,2025-11-12,774.98,7.23,689.49,51.14,11
106723,6510,1470,2025-06-06,468.09,8.7,52.23,75.81,-6
106724,76685,1408,06-04-2024,5.19,5.0,30.96,38.86,21
106725,7979,623,2025-03-09,650.34,3.04,67.49,63.46,7
106726,7690,741,2025-07-03,781.4,3.24,71.45,80.76,6
106727,10864,207,2026-01-30,715.27,1.13,58.35,52.41,7
106728,11053,411,2025/09/22 00:00:00,535.86,5.05,87.69,81.81,9
106729,2844,255,2025/07/23 00:00:00,623.01,4.72,51.57,73.57,17
106730,4593,1253,2025-10-13,472.12,2.53,57.06,53.73,10
106731,7856,1499,2025-08-30,943.77,8.76,48.33,75.40,10
106732,3159,810,2025-03-01,628.56,10.09,38.38,56.67,12
106733,7723,703,2025-04-04,638.76,5.32,44.38,37.48,13
106734,3714,1150,2025-11-29,466.62,10.07,41.91,44.95,18
106735,5032,354,2025-07-24,467.03,17.76,75.44,91.12,12
106736,8430,397,05/12/2025,395.83,,78.94,84.89,
106737,675,1020,2026-03-30,299.24,7.45,55.44,56.43,18
106738,2795,810,2025-05-08,810.16,5.24,46.52,50.33,10
106739,4929,1395,2024-04-18,353.01,13.33,193.38,72.80,16
106740,5035,850,2025-09-04,590.74,4.44,48.05,50.34,15
106741,437,1215,2025-05-12,415.06,13.6,66.43,68.00,12
106742,7302,1271,2025-13-05,480.62,3.89,315.13,52.40,13
106743,8985,1041,2026-01-22,458.53,12.48,,53.36,15
106744,7811,1258,2025-09-23,562.14,6.38,63.29,68.53,10
106745,11086,383,2026-03-16,561.98,5.97,39.70,43.34,7
106746,67210,1218,2025-13-05,696.66,6.01,64.17,81.51,12
106747,325,294,2025-10-01,482.25,8.67,57.72,67.45,6
106748,10877,103,2025-01-31,288.98,n/a,72.24,80.86,11
106749,3194,1261,2025-10-28,394.23,11.37,63.34,75.15,10
106750,2727,620,17 May 2025,784.89,5.89,73.62,65.25,10
106751,6163,275,2025-12-20,621.54,3.13,54.29,45.97,13
106752,1641,1495,04/12/2024,698.59,2.52,43.80,57.46,8
106753,9916,625,2025-01-26,611.16,6.97,63.09,52.88,4
106754,8047,862,2025-05-25,524.19,7.99,56.53,67.95,9
106755,11749,236,2025-07-18,456.46,16.49,69.35,75.73,15
106757,334,210,2025/05/24 00:00:00,751.77,8.0,55.08,50.97,10
106758,68895,48996,23/08/2025,741.74,10.84,,80.23,9
106759,9938,117,31/05/2025,420.86,19.92,85.71,82.07,17
106760,11599,1499,2026-01-28,585.44,11.72,53.15,55.35,11
106761,1214,590,2025-07-25,854.05,6.27,50.21,64.21,14
106762,9369,1024,2026-02-21,696.39,8.33,64.27,61.22,12
106763,11645,1339,2025/03/16 00:00:00,463.98,7.72,44.66,,12
106764,17107,1474,29/07/2025,677.93,1.04,46.48,54.99,12
106765,6516,974,2024-12-12,,5.21,54.16,55.39,17
106766,7125,105,06-16-2025,626.05,3.09,57.17,68.10,9
106767,4182,156,2025-11-20,515.06,6.24,71.67,102.18,11
106768,7201,149,2025-12-28,400.81,,61.95,75.99,13
106769,9368,350,2026-04-26,,1.89,67.20,72.06,7
106770,2691,868,2025-03-01,946.25,4.27,71.33,78.66,11
106771,9865,146,2025-10-23,704.16,4.61,52.88,74.61,9
106772,911,622,,337.52,9.93,37.94,41.90,15
106773,1594,856,2024-12-09,581.25,11.28,52.53,,14
106774,363,362,2025-11-06,538.48,7.79,55.97,62.01,14
106775,914,407,2025-02-16,427.51,12.15,64.88,67.91,19
106776,9627,407,"March 09, 2026",460.08,7.98,42.67,49.00,9
106777,4,248,2025-10-13,847.08,2.19,41.39,47.23,9
106778,10383,1110,"January 25, 2025",13.75,7.44,53.35,40.19,8
106779,9209,1218,2025-09-20,408.15,10.15,74.16,82.51,9
106780,4977,377,2025-06-28,444.28,6.78,38.39,59.95,10
106781,8574,652,2025-08-28,9.97,9.5,56.93,74.26,7
106782,7775,1472,2025-06-21,778.12,21.51,70.03,93.32,13
106784,3648,239,2026-01-01,536.03,4.71,56.54,62.26,14
106785,4221,870,2025-09-08,267.52,13.95,55.71,58.61,18
106787,6968,453,2025-05-12,558.94,3.17,46.68,65.90,13
106788,10335,363,11-30-2025,903.03,5.98,52.19,62.66,7
106789,5559,245,2025-11-23,not recorded,4.56,65.46,50.57,10
106790,7671,648,2025-11-29,2.78,8.99,66.78,67.16,17
106791,7404,493,2025-12-28,282.47,6.06,79.51,81.38,15
106793,4039,365,"June 18, 2025",416.02,1.46,-3.77,72.73,14
106794,4790,266,2025-10-07,828.98,11.48,51.08,43.74,8
106795,8507,615,2026-05-19,346.53,16.8,28.84,41.37,19
106796,8472,279,2025-04-10,185.17,8.45,,51.02,16
106798,4207,361,2025-06-18,845.43,0.31,54.79,61.17,11
106799,2919,885,2024-09-25,779.35,5.45,57.30,80.49,14
106800,10516,143,30 Jan 2026,613.64,3.47,60.66,61.56,11
106801,9127,372,2025-07-11,743.87,3.57,47.73,52.10,10
106802,8828,862,2024-12-19,99.17,11.17,53.56,54.78,16
106803,4826,610,04 Nov 2025,307.42,1.42,49.62,51.47,15
106804,2549,364,2026-01-11,892.42,14.67,47.42,52.19,11
106806,9111,44057,2024-12-27,421.24,8.6,56.79,73.92,10
106807,1060,99,2026/01/25 00:00:00,666.15,9.87,97.99,98.50,8
106808,10970,1097,01 Mar 2026,411.5,6.93,69.22,76.36,12
106809,7411,1270,2025-08-01,710.77,0.49,80.43,89.68,12
106810,4968,399,2024-12-13,721.19,13.42,37.65,34.25,6
106811,4762,443,,581.43,7.48,,79.76,13
106812,8368,801,2025-11-04,--,11.73,172.06,66.88,6
106813,1059,443,2025-04-06,550.68,4.63,69.64,80.92,11
106814,10127,1035,2025-11-19,443.29,6.33,34.79,47.88,14
106815,6766,1109,2025-09-19,,12.4,40.39,48.55,12
106816,3206,1238,2024-08-08,474.88,7.8,,72.97,16
106817,7277,822,2025-06-22,614.93,0.7,80.08,88.90,12
106818,3425,867,2025-09-25,782.74,8.61,53.33,49.82,4
106819,2662,266,17/02/2026,443.69,10.66,66.91,44.53,12
106820,2539,813,2025/11/11 00:00:00,659.75,8.67,61.40,78.42,13
106821,3289,791,2024-08-14,792.21,10.56,45.91,72.14,4
106822,1413,1039,2026-03-07,530.8,5.23,39.79,56.85,22
106823,370,293,2025-11-02,768.06,,79.06,226.04,4
106824,1815,750,2025-09-10,,10.6,61.07,53.26,6
106825,7614,801,23 Jun 2025,382.32,7.93,51.63,62.02,14
106826,5479,819,2026-02-22,,not recorded,40.95,,14
106827,2704,967,2025-06-07,793.44,6.12,47.15,59.93,13
106828,274,348,2026-01-19,525.58,12.94,54.08,60.21,17
106829,375,422,2025-10-24,749.44,3.11,46.39,48.96,9
106830,10608,506,2025-11-02,687.3,-1.27,,73.08,-4
106831,9346,258,08/12/2024,372.74,10.37,57.83,50.84,11
106832,6117,834,2025/08/01 00:00:00,322.44,8.72,,66.94,13
106833,8298,1233,2025-11-13,527.55,6.0,71.54,74.55,15
